,p,BIC,AIC,HQC
0,0,-2.3746754164945596,-2.4415757156625295,-2.4144912682405986
1,1,-2.3809448719239334,-2.4648679375281324,-2.4308884823059786
2,2,-2.4014972331577025,-2.502565011273063,-2.461639824148635
3,3,-2.378596611190202,-2.496932524777426,-2.4490102825872238
4,4,-2.352650442471527,-2.4883794163060178,-2.4334081872782405
5,5,-2.4164350933200627,-2.5696835794583857,-2.507610813478643
6,6,-2.403652528950255,-2.5745485327481754,-2.505321051433536
7,7,-2.3730731414412864,-2.5617462481378794,-2.485310234714923
8,8,-2.3823553685084446,-2.588936770391207,-2.505237759373641
9,9,-2.348675856840719,-2.5732983810070804,-2.4822812476683778
10,10,-2.3384871295689114,-2.5812852663000125,-2.4828942159364202
11,11,-2.3333381162702667,-2.594448048033374,-2.488626605012533
12,12,-2.3940563730888074,-2.673616004185241,-2.5603070007755346
13,13,-2.3758147610207936,-2.6739637478967726,-2.5531093128724236
14,14,-2.3467255101254203,-2.6636052923637843,-2.5351468393805847
15,15,-2.3134741253562088,-2.6492279573675384,-2.5131061731039925
16,16,-2.280691210796825,-2.6354641942290704,-2.4916190262876
17,17,-2.267001194952611,-2.640940311838957,-2.489310956401695
18,18,-2.27242073677565,-2.665674883440964,-2.5061997726745444
19,19,-2.2649453244413325,-2.6776653461882143,-2.5102821353918277
20,20,-2.2356316503867606,-2.667970376982872,-2.492615931473736
21,21,-2.202578945513272,-2.6546912275023455,-2.4713016092325994
22,22,-2.1653873714866263,-2.637430117346269,-2.4459405712451754
23,23,-2.1306105657764403,-2.6227427799466136,-2.423087719981811
24,24,-2.1074471890644064,-2.619830010871248,-2.411943005822657
25,25,-2.0738888792742083,-2.6066856227746595,-2.3904993817145224
26,26,-2.054892072749833,-2.6082682675234086,-2.3837146249957835
27,27,-2.0172452747818843,-2.5913687076967675,-2.35837860858967
28,28,-1.978597324962791,-2.573638082944364,-2.3321415670476044
29,29,-1.9591589711780273,-2.5752894850088834,-2.325215671250507
30,30,-1.9328738109061123,-2.570268900087573,-2.3115459704416685
31,31,-1.927638328500613,-2.5864752472067964,-2.319030430265287
32,32,-1.8863520123561284,-2.5668104965126597,-2.29057005071357
33,33,-1.8474039930053756,-2.549666308525929,-2.2645555050304544
34,34,-1.8134734003766975,-2.5377243925917012,-2.2436674978022855
35,35,-1.7769170621965473,-2.523344206509554,-2.2202644642210347
36,36,-1.7413467627760202,-2.510140216584477,-2.1979598297602196
37,37,-1.734165125408217,-2.525517781326642,-2.2041578934914567
38,38,-1.7311001010990203,-2.54520764152391,-2.2145883177654135
39,39,-1.698898596021547,-2.535959549078727,-2.1959997566486766
40,40,-1.6541635163701431,-2.514379313286679,-2.164996901793704
41,41,-1.6186739509201278,-2.5022489848644254,-2.1433606660494435
42,42,-1.5819558368172104,-2.4890975232524504,-2.1206188503379697
43,43,-1.577736002293017,-2.508654840890693,-2.130500187495083
44,44,-1.5484423016687503,-2.5033519398307327,-2.115434478438466
45,45,-1.5005834148535189,-2.4797007128927993,-2.081932392871586
46,46,-1.4943329127538378,-2.4978780107859233,-2.0901695359415857
47,47,-1.4718957378157298,-2.500092124414511,-2.0823529300743933
48,48,-1.429748389699263,-2.482822972373141,-2.054961201988812
49,49,-1.4182708435750309,-2.4964540211211057,-2.058376502381094
50,50,-1.369424966588847,-2.472950703385081,-2.0245629238283613
