,p,BIC,AIC,HQC
0,0,-2.362443632605511,-2.4293439317734804,-2.4022594843515495
1,1,-2.372609881740928,-2.456532947345127,-2.422553492122973
2,2,-2.397087015116832,-2.4981547932321932,-2.4572296061077648
3,3,-2.375023356140944,-2.493359269728168,-2.4454370275379658
4,4,-2.3494051186607674,-2.485134092495258,-2.430162863467481
5,5,-2.4153430374194067,-2.5685915235577297,-2.506518757577987
6,6,-2.4018747540705294,-2.57277075786845,-2.5035432765538106
7,7,-2.371584106426627,-2.56025721312322,-2.4838211997002637
8,8,-2.3797825241089665,-2.5863639259917295,-2.5026649149741633
9,9,-2.346363851669691,-2.5709863758360525,-2.47996924249735
10,10,-2.3349466082547825,-2.5777447449858837,-2.4793536946222914
11,11,-2.3314730230815406,-2.592582954844648,-2.486761511823807
12,12,-2.388441970892272,-2.668001601988706,-2.5546925985789994
13,13,-2.3683768125927953,-2.6665257994687743,-2.5456713644444253
14,14,-2.3380321519695917,-2.654911934207956,-2.5264534812247565
15,15,-2.3049524870817275,-2.640706319093057,-2.5045845348295113
16,16,-2.2718901393546886,-2.626663122786934,-2.482817954845464
17,17,-2.2613275945167004,-2.6352667114030464,-2.4836373559657843
18,18,-2.2696802993428586,-2.6629344460081725,-2.503459335241753
19,19,-2.259765812687685,-2.6724858344345668,-2.50510262363818
20,20,-2.2291380519378543,-2.6614767785339657,-2.48612233302483
21,21,-2.1946755976121297,-2.6467878796012037,-2.4633982613314576
22,22,-2.15694253537514,-2.6289852812347827,-2.4374957351336892
23,23,-2.1229150245224666,-2.61504723869264,-2.415392178727837
24,24,-2.0957637708183254,-2.608146592625167,-2.400259587576576
25,25,-2.062469759223764,-2.595266502724215,-2.379080261664078
26,26,-2.0404433053081514,-2.593819500081727,-2.369265857554102
27,27,-2.001689338515991,-2.5758127714308743,-2.3428226723237766
28,28,-1.9627876942579006,-2.5578284522394736,-2.316331936342714
29,29,-1.9496837023190459,-2.565814216149902,-2.315740402391526
30,30,-1.924072838863915,-2.561467928045376,-2.302744998399471
31,31,-1.914210585195784,-2.5730475039019676,-2.3056026869604582
32,32,-1.8724267428673025,-2.552885227023834,-2.2766447812247437
33,33,-1.8343141974489998,-2.536576512969553,-2.2514657094740786
34,34,-1.7989070661333282,-2.523158058348332,-2.229101163558916
35,35,-1.765447362560988,-2.511874506873995,-2.2087947645854755
36,36,-1.726730429158986,-2.4955238829674427,-2.183343496143185
37,37,-1.725017259611314,-2.5163699155297388,-2.1950100276945537
38,38,-1.7225637308456143,-2.536671271270504,-2.2060519475120075
39,39,-1.6884588651487111,-2.525519818205891,-2.1855600257758407
40,40,-1.6459078307990485,-2.506123627715585,-2.1567412162226094
41,41,-1.6066848145340211,-2.4902598484783187,-2.131371529663337
42,42,-1.5676902283798229,-2.474831914815063,-2.106353241900582
43,43,-1.5573823589377052,-2.4883011975353813,-2.1101465441397713
44,44,-1.531732181490413,-2.4866418196523954,-2.098724358260129
45,45,-1.4838295170732043,-2.4629468151124847,-2.0651784950912715
46,46,-1.4748515859744047,-2.47839668400649,-2.0706882091621526
47,47,-1.4455411115119094,-2.4737374981106908,-2.055998303770573
48,48,-1.4078983916018322,-2.4609729742757103,-2.033111203891381
49,49,-1.3985567680803133,-2.476739945626388,-2.0386624268863764
50,50,-1.3504658979323703,-2.453991634728604,-2.0056038551718847
