,p,t
0,0,-0.6943823222842082
1,1,-0.7116995124423057
2,2,-0.8160540575527959
3,3,-1.0175665435031824
4,4,-1.1013735634542328
5,5,-1.1276903684867583
6,6,-1.3799059203547486
