,p,t
0,0,-0.08685385389603385
1,1,-0.09495420442973258
2,2,-0.17915884471640753
3,3,-0.3268827237314392
4,4,-0.5161833208067236
5,5,-0.510601541780126
6,6,-0.7149049253714126
