,p,t
0,0,-0.398390289624199
1,1,-0.41642052230901544
2,2,-0.49694085663302573
3,3,-0.6819040679736607
4,4,-0.686424548916944
5,5,-0.7008026801317737
6,6,-0.9155989794267059
