,p,t
0,0,-0.4708591867180958
1,1,-0.49624859199354676
2,2,-0.6031096862165131
3,3,-0.8397928142288933
4,4,-0.8728892226999861
5,5,-0.8940634257367501
6,6,-1.1681249784854448
