,p,t
0,0,-0.3361149750936801
1,1,-0.3504093799524088
2,2,-0.4081527559768376
3,3,-0.5334705284667381
4,4,-0.584163221532994
5,5,-0.589029626536546
6,6,-0.7449451404458224
