,p,t
0,0,0.05370304553563666
1,1,0.03686565811963462
2,2,-0.047073379009345266
3,3,-0.21514244717260397
4,4,-0.2653999160403013
5,5,-0.27996077905250205
6,6,-0.5095626363651387
