,p,t
0,0,-0.16534340888414067
1,1,-0.17793403292429638
2,2,-0.2561560567852761
3,3,-0.43088274158553524
4,4,-0.4214166434018257
5,5,-0.4385384422358981
6,6,-0.6447879573788602
