,p,t
0,0,-0.6444682326147398
1,1,-0.6751401222338473
2,2,-0.7406429563489123
3,3,-0.8939508110454432
4,4,-0.8345088364494615
5,5,-0.8490066722457632
6,6,-1.0377558845003312
