,p,BIC,AIC,HQC
0,0,-2.368964434159942,-2.4358647333279113,-2.4087802859059804
1,1,-2.379479486477902,-2.463402552082101,-2.429423096859947
2,2,-2.4076106402871917,-2.5086784184025523,-2.4677532312781243
3,3,-2.385109480738798,-2.503445394326022,-2.45552315213582
4,4,-2.3579452511671404,-2.493674225001631,-2.4387029959738538
5,5,-2.420094679240354,-2.573343165378677,-2.511270399398934
6,6,-2.4058868393101265,-2.576782843108047,-2.5075553617934077
7,7,-2.3749282788435115,-2.5636013855401045,-2.4871653721171483
8,8,-2.387093401715423,-2.5936748035981854,-2.509975792580619
9,9,-2.3538893306552864,-2.578511854821648,-2.4874947214829453
10,10,-2.3397409107557543,-2.5825390474868555,-2.484147997123263
11,11,-2.334681115165325,-2.5957910469284324,-2.4899696039075914
12,12,-2.392900910594022,-2.6724605416904557,-2.5591515382807493
13,13,-2.3735485728974868,-2.671697559773466,-2.550843124749117
14,14,-2.3416812025586387,-2.6585609847970026,-2.530102531813803
15,15,-2.310097394665418,-2.6458512266767475,-2.5097294424132017
16,16,-2.2769364416047133,-2.631709425036959,-2.4878642570954885
17,17,-2.2649337620648824,-2.6388728789512284,-2.4872435235139663
18,18,-2.2748431879964266,-2.6680973346617405,-2.508622223895321
19,19,-2.2654327088011645,-2.6781527305480464,-2.5107695197516597
20,20,-2.2334944969358346,-2.665833223531946,-2.49047877802281
21,21,-2.1976783640366957,-2.6497906460257696,-2.4664010277560235
22,22,-2.1612840265481092,-2.633326772407752,-2.4418372263066583
23,23,-2.125494901921064,-2.617627116091237,-2.4179720561264344
24,24,-2.0958106678049315,-2.6081934896117724,-2.4003064845631816
25,25,-2.065478828046207,-2.598275571546658,-2.382089330486521
26,26,-2.044097652988753,-2.5974738477623287,-2.3729202052347036
27,27,-2.004430181722109,-2.5785536146369923,-2.3455635155298946
28,28,-1.9667474563879748,-2.561788214369548,-2.320291698472788
29,29,-1.955848232325819,-2.5719787461566748,-2.321904932398299
30,30,-1.9290491448556462,-2.5664442340371068,-2.3077213043912024
31,31,-1.9190258654227312,-2.577862784128915,-2.3104179671874054
32,32,-1.8781212228353679,-2.558579706991899,-2.282339261192809
33,33,-1.8412844324644424,-2.543546747984996,-2.2584359444895212
34,34,-1.8073603179875974,-2.531611310202601,-2.2375544154131854
35,35,-1.773944921604847,-2.5203720659178535,-2.2172923236293345
36,36,-1.7343437984818784,-2.503137252290335,-2.1909568654660774
37,37,-1.731562653627452,-2.5229153095458767,-2.2015554217106916
38,38,-1.7277257947902473,-2.541833335215137,-2.2112140114566405
39,39,-1.6951031157215084,-2.5321640687786884,-2.1922042763486376
40,40,-1.6520016016223282,-2.5122173985388647,-2.162834987045889
41,41,-1.6133049797108496,-2.4968800136551472,-2.1379916948401654
42,42,-1.5733834518211247,-2.4805251382563647,-2.112046465341884
43,43,-1.5619578737159456,-2.4928767123136217,-2.114722058918012
44,44,-1.5391863148505218,-2.494095953012504,-2.1061784916202377
45,45,-1.4912157444642298,-2.47033304250351,-2.072564722482297
46,46,-1.4814961498491432,-2.4850412478812287,-2.077332773036891
47,47,-1.4480084060648837,-2.476204792663665,-2.058465598323547
48,48,-1.4126220381404653,-2.4656966208143434,-2.0378348504300146
49,49,-1.403274259526874,-2.4814574370729487,-2.0433799183329366
50,50,-1.3540481268348634,-2.4575738636310973,-2.009186084074378
