,p,BIC,AIC,HQC
0,0,-2.3612163771383354,-2.4281166763063053,-2.4010322288843744
1,1,-2.3716429737911136,-2.4555660393953125,-2.4215865841731588
2,2,-2.3967676725206823,-2.4978354506360434,-2.456910263511615
3,3,-2.374956158387047,-2.4932920719742713,-2.445369829784069
4,4,-2.3488837415647787,-2.4846127153992694,-2.429641486371492
5,5,-2.416052576727145,-2.5693010628654678,-2.507228296885725
6,6,-2.400649846090609,-2.5715458498885297,-2.5023183685738903
7,7,-2.369519857003439,-2.558192963700032,-2.4817569502770755
8,8,-2.3795885947752877,-2.5861699966580507,-2.5024709856404845
9,9,-2.3461394935997393,-2.570762017766101,-2.479744884427398
10,10,-2.3330994139522803,-2.5758975506833814,-2.477506500319789
11,11,-2.3277900888008047,-2.588900020563912,-2.483078577543071
12,12,-2.3867564036298368,-2.6663160347262704,-2.553007031316564
13,13,-2.3672250838258138,-2.6653740707017928,-2.5445196356774438
14,14,-2.3354708635487293,-2.652350645787094,-2.523892192803894
15,15,-2.303825161577695,-2.6395789935890246,-2.5034572093254788
16,16,-2.271756711513857,-2.6265296949461026,-2.4826845270046323
17,17,-2.260886903980375,-2.634826020866721,-2.483196665429459
18,18,-2.271757854645805,-2.6650120013111187,-2.505536890544699
19,19,-2.2621094804844475,-2.6748295022313293,-2.5074462914349427
20,20,-2.2305711151762657,-2.662909841772377,-2.4875553962632413
21,21,-2.1954536727079192,-2.6475659546969927,-2.4641763364272466
22,22,-2.158348535611904,-2.6303912814715464,-2.438901735370453
23,23,-2.123426144688177,-2.61555835885835,-2.4159032988935474
24,24,-2.094272758202001,-2.6066555800088422,-2.3987685749602514
25,25,-2.0641042975048545,-2.5969010410053057,-2.3807147999451685
26,26,-2.043794783355732,-2.5971709781293075,-2.3726173356016824
27,27,-2.004518221162448,-2.578641654077331,-2.3456515549702335
28,28,-1.9662933366519297,-2.561334094633503,-2.319837578736743
29,29,-1.95391917152687,-2.570049685357726,-2.31997587159935
30,30,-1.928593076771811,-2.5659881659532715,-2.307265236307367
31,31,-1.9187906716900591,-2.5776275903962427,-2.3101827734547333
32,32,-1.8769357578498134,-2.5573942420063447,-2.2811537962072546
33,33,-1.8397703776351655,-2.542032693155719,-2.2569218896602443
34,34,-1.803663093083158,-2.527914085298162,-2.233857190508746
35,35,-1.7698698245219726,-2.516296968834979,-2.21321722654646
36,36,-1.7317576129814176,-2.5005510667898743,-2.188370679965617
37,37,-1.7310009425300934,-2.522353598448518,-2.200993710613333
38,38,-1.7252017529489811,-2.5393092933738712,-2.2086899696153743
39,39,-1.6898947972286544,-2.5269557502858344,-2.1869959578557836
40,40,-1.6465390448360546,-2.506754841752591,-2.1573724302596156
41,41,-1.6083453335648952,-2.4919203675091928,-2.133032048694211
42,42,-1.5692540069321792,-2.476395693367419,-2.1079170204529385
43,43,-1.5602024364734544,-2.4911212750711305,-2.1129666216755205
44,44,-1.5357492061106155,-2.4906588442725974,-2.102741382880331
45,45,-1.4876486388830346,-2.4667659369223145,-2.068997616901102
46,46,-1.4762239840871563,-2.4797690821192417,-2.072060607274904
47,47,-1.4443610958342799,-2.472557482433061,-2.0548182880929433
48,48,-1.4089382686128333,-2.4620128512867114,-2.034151080902382
49,49,-1.3969657470555186,-2.4751489246015934,-2.0370714058615818
50,50,-1.3484632804412329,-2.4519890172374668,-2.0036012376807473
