,p,BIC,AIC,HQC
0,0,-2.362089783904181,-2.4289900830721503,-2.4019056356502193
1,1,-2.372211337242329,-2.4561344028465277,-2.422154947624374
2,2,-2.3992879668472606,-2.5003557449626213,-2.459430557838193
3,3,-2.3782035787087867,-2.496539492296011,-2.4486172501058086
4,4,-2.352298888960552,-2.4880278627950427,-2.4330566337672654
5,5,-2.4199532141005986,-2.5732017002389216,-2.5111289342591787
6,6,-2.405070971055863,-2.5759669748537837,-2.5067394935391443
7,7,-2.373596165957134,-2.562269272653727,-2.4858332592307706
8,8,-2.3839317586179263,-2.5905131605006892,-2.506814149483123
9,9,-2.3500876823830157,-2.574710206549377,-2.4836930732106746
10,10,-2.3370260380754004,-2.5798241748065016,-2.4814331244429093
11,11,-2.3309176325195793,-2.5920275642826867,-2.4862061212618456
12,12,-2.3897764503338053,-2.669336081430239,-2.5560270780205325
13,13,-2.3703700078320358,-2.668518994708015,-2.547664559683666
14,14,-2.338290180692412,-2.6551699629307763,-2.5267115099475768
15,15,-2.3068754184925093,-2.642629250503839,-2.506507466240293
16,16,-2.274928823953723,-2.6297018073859686,-2.4858566394444983
17,17,-2.2648149086403606,-2.6387540255267066,-2.4871246700894445
18,18,-2.2721127608186755,-2.6653669074839894,-2.50589179671757
19,19,-2.260219346594161,-2.672939368341043,-2.5055561575446563
20,20,-2.2292741583363185,-2.6616128849324303,-2.486258439423294
21,21,-2.1936926656782623,-2.645804947667336,-2.46241532939759
22,22,-2.156606985548698,-2.6286497314083404,-2.437160185307247
23,23,-2.1216667395561957,-2.613798953726369,-2.4141438937615662
24,24,-2.0919529515816224,-2.604335773388464,-2.396448768339873
25,25,-2.0617246485767193,-2.5945213920771706,-2.3783351510170334
26,26,-2.0428022683454534,-2.596178463119029,-2.371624820591404
27,27,-2.0031937757167566,-2.57731720863164,-2.344327109524542
28,28,-1.9654053210457247,-2.560446079027298,-2.318949563130538
29,29,-1.9525219453677027,-2.5686524591985584,-2.3185786454401827
30,30,-1.9275166541631141,-2.5649117433445747,-2.3061888136986703
31,31,-1.9178202603087353,-2.576657179014919,-2.3092123620734095
32,32,-1.8768650938653215,-2.557323578021853,-2.281083132222763
33,33,-1.8391241435199217,-2.541386459040475,-2.2562756555450005
34,34,-1.8018448483890988,-2.5260958406041025,-2.2320389458146868
35,35,-1.7693177510405589,-2.5157448953535653,-2.2126651530650463
36,36,-1.7305906802007005,-2.499384134009157,-2.1872037471849
37,37,-1.7255253808219293,-2.516878036740354,-2.195518148905169
38,38,-1.7220139284552767,-2.5361214688801663,-2.20550214512167
39,39,-1.6884210616731101,-2.52548201473029,-2.1855222223002393
40,40,-1.645027495657903,-2.5052432925744395,-2.155860881081464
41,41,-1.6066287078067631,-2.4902037417510607,-2.131315422936079
42,42,-1.5675991403702159,-2.474740826805456,-2.106262153890975
43,43,-1.5560802647406888,-2.486999103338365,-2.108844449942755
44,44,-1.5315600782665293,-2.4864697164285117,-2.098552255036245
