,p,BIC,AIC,HQC
0,0,-2.3611924268547053,-2.428092726022675,-2.401008278600744
1,1,-2.3709853585662106,-2.4549084241704096,-2.420928968948256
2,2,-2.3971733296793225,-2.4982411077946836,-2.457315920670255
3,3,-2.3744538029278384,-2.4927897165150625,-2.44486747432486
4,4,-2.3482139273271523,-2.483942901161643,-2.4289716721338657
5,5,-2.4148145547022164,-2.5680630408405394,-2.5059902748607965
6,6,-2.4001962316986902,-2.571092235496611,-2.5018647541819714
7,7,-2.369047746387195,-2.557720853083788,-2.4812848396608316
8,8,-2.379075009717515,-2.5856564116002776,-2.5019574005827114
9,9,-2.3458273627687216,-2.570449886935083,-2.4794327535963805
10,10,-2.3329082818724087,-2.57570641860351,-2.4773153682399176
11,11,-2.3281890014138003,-2.5892989331769076,-2.4834774901560666
12,12,-2.386605102122924,-2.666164733219358,-2.5528557298096515
13,13,-2.366894860603251,-2.66504384747923,-2.544189412454881
14,14,-2.3350151482266472,-2.6518949304650112,-2.5234364774818117
15,15,-2.3032831942693766,-2.639037026280706,-2.5029152420171603
16,16,-2.27122935921249,-2.6260023426447354,-2.482157174703265
17,17,-2.260760863231398,-2.6346999801177433,-2.4830706246804812
18,18,-2.270491066776461,-2.663745213441775,-2.5042701026753553
19,19,-2.259307261891829,-2.6720272836387107,-2.504644072842324
20,20,-2.2280381531146887,-2.6603768797108005,-2.4850224342016642
21,21,-2.1925490646824155,-2.644661346671489,-2.461271728401743
22,22,-2.1554215360117235,-2.627464281871366,-2.4359747357702726
23,23,-2.120700284315288,-2.6128324984854614,-2.4131774385206586
24,24,-2.0908155066190854,-2.603198328425927,-2.395311323377336
25,25,-2.060467765253902,-2.5932645087543533,-2.377078267694216
26,26,-2.040569886285364,-2.5939460810589394,-2.3693924385313143
27,27,-2.0011593162202135,-2.5752827491350967,-2.342292650027999
28,28,-1.9630807769618008,-2.558121534943374,-2.316625019046614
29,29,-1.9535546807259583,-2.569685194556814,-2.319611380798438
30,30,-1.9298121623326843,-2.5672072515141453,-2.3084843218682405
31,31,-1.9199746915056677,-2.5788116102118512,-2.311366793270342
32,32,-1.878421112382527,-2.5588795965390583,-2.2826391507399686
33,33,-1.841365133569489,-2.5436274490900423,-2.2585166455945678
34,34,-1.8045552298677736,-2.5288062220827774,-2.2347493272933616
35,35,-1.7710246743764888,-2.517451818689495,-2.214372076400976
36,36,-1.7323742831773266,-2.501167736985783,-2.1889873501615256
37,37,-1.7284243047861851,-2.51977696070461,-2.198417072869425
38,38,-1.7290406695787892,-2.543148210003679,-2.2125288862451824
39,39,-1.6948850171399266,-2.5319459701971065,-2.191986177767056
40,40,-1.651704433989849,-2.5119202309063855,-2.16253781941341
41,41,-1.612949935843079,-2.4965249697873766,-2.1376366509723947
42,42,-1.5740448261713205,-2.4811865126065604,-2.1127078396920798
43,43,-1.5615837791231197,-2.492502617720796,-2.114347964325186
44,44,-1.5381802441767538,-2.4930898823387357,-2.1051724209464693
45,45,-1.4899517015674584,-2.4690689996067388,-2.0713006795855256
46,46,-1.4815031719544005,-2.485048269986486,-2.0773397951421484
47,47,-1.4466769264699932,-2.4748733130687746,-2.0571341187286567
48,48,-1.41114632605478,-2.464220908728658,-2.036359138344329
49,49,-1.4024053066493063,-2.480588484195381,-2.042510965455369
50,50,-1.3536246254922972,-2.457150362288531,-2.0087625827318116
