,p,t
0,0,-0.0932566738080042
1,1,-0.10391429604135793
2,2,-0.18255243237394042
3,3,-0.36626922842834897
4,4,-0.35214998247740403
5,5,-0.3682196822487776
6,6,-0.5684272876717241
