,p,t
0,0,-0.1475401105306068
1,1,-0.1476116151004145
2,2,-0.204631040130203
3,3,-0.32065633685934936
4,4,-0.38588513137986596
5,5,-0.3871307074777046
6,6,-0.5020982365197697
