,p,t
0,0,-0.3289971831148729
1,1,-0.3395863288463481
2,2,-0.4273051480996883
3,3,-0.6519675641189646
4,4,-0.6240655213057777
5,5,-0.6475499619986834
6,6,-0.8999592296655115
