,p,t
0,0,-0.2564937602960938
1,1,-0.2723630515220666
2,2,-0.3519216091429967
3,3,-0.5190970936774456
4,4,-0.5188282448671129
5,5,-0.5369057846685455
6,6,-0.7535547203066568
