,p,t
0,0,-0.16590726597806124
1,1,-0.17158597291563063
2,2,-0.22610876325242735
3,3,-0.3382537588558042
4,4,-0.3356777853823011
5,5,-0.3415406484156106
6,6,-0.4742782025187555
