,p,t
0,0,0.1549275958059276
1,1,0.13057382193637607
2,2,0.05073629240943702
3,3,-0.13773076857552438
4,4,-0.08253671007864648
5,5,-0.09819722531786954
6,6,-0.3122465973020479
