,p,t
0,0,-0.9889022284892109
1,1,-1.0054610396199788
2,2,-1.1012205390063543
3,3,-1.3058755918581046
4,4,-1.39416848637614
5,5,-1.4124378318208948
6,6,-1.6495639541819591
