,p,t
0,0,0.015148720018760286
1,1,-0.0003423585569241015
2,2,-0.0813642016047903
3,3,-0.2575639226673532
4,4,-0.24684343094489497
5,5,-0.2722014926642191
6,6,-0.5033923494082644
