,p,t
0,0,-0.10454890952591137
1,1,-0.1209840820665339
2,2,-0.20583412025572467
3,3,-0.38849274277634877
4,4,-0.4619015838147231
5,5,-0.47696595129431546
6,6,-0.7069187528235307
