,p,t
0,0,-0.46224965846501165
1,1,-0.46764725391331935
2,2,-0.5612629198529413
3,3,-0.7594011089338368
4,4,-0.8985373685210046
5,5,-0.911774793209026
6,6,-1.1311701157199412
