,p,t
0,0,-0.22387225257617147
1,1,-0.24086045408636803
2,2,-0.3395977180682223
3,3,-0.536714923376152
4,4,-0.6188972778809005
5,5,-0.6391131282414712
6,6,-0.8863217295139444
