,p,t
0,0,0.047604086134248665
1,1,0.01684176055817466
2,2,-0.04729104926727822
3,3,-0.2164954311711614
4,4,-0.07984392954761482
5,5,-0.09942284182072471
6,6,-0.2795369205858336
