,p,t
0,0,-0.19019039840220248
1,1,-0.20090117075089736
2,2,-0.26270990291762264
3,3,-0.39307850002001427
4,4,-0.4381175819557651
5,5,-0.4419972871305017
6,6,-0.6037547653208537
