,p,t
0,0,0.09602043116485809
1,1,0.08647868746649308
2,2,-0.0031886316071484486
3,3,-0.15004554837705555
4,4,-0.33913251173827164
5,5,-0.3481747264180308
6,6,-0.5392619649707425
