,p,t
0,0,-0.45865185172372525
1,1,-0.4978512874696041
2,2,-0.5980664412780377
3,3,-0.8159702997331544
4,4,-0.9195496169799948
5,5,-0.9421393512366698
6,6,-1.208476650684878
