,p,BIC,AIC,HQC
0,0,3.5790601021194766,3.4954347281595144,3.529290287436928
1,1,3.465114406020836,3.3644067272957976,3.4051820735623815
2,2,3.45952067713074,3.3416082693294857,3.3893543209746517
3,3,3.406016345566924,3.2707753014672396,3.3255435782560423
4,4,3.438994199990272,3.2862991044264698,3.3481417370827193
5,5,3.363353360791641,3.1930772650823935,3.2620470050598858
6,6,3.382637646608925,3.1946520424312124,3.2708022718773155
7,7,3.375686946248305,3.169861738942931,3.2532464808588832
8,8,3.324918196370703,3.1011216776643766,3.19179560626674
9,9,2.8367412773847094,2.5948400975132433,2.6928585488010772
10,10,2.694947416484935,2.4348065557016123,2.540225538234033
11,11,2.004876547108872,1.7263592865615573,1.8392354924504546
12,12,1.9853776865036081,1.6883455784636474,1.8087363945864605
13,13,2.0165641405335233,1.7008769779589572,1.8288404973965036
14,14,2.0439646091104797,1.7094803945255397,1.8450754282300283
15,15,2.0502504301352853,1.6968253438075696,1.8401114325060388
16,16,2.0472892300375367,1.6747775974336792,1.8258150237722233
17,17,2.04485149793272,1.6531057564327387,1.8119555573670134
18,18,2.082116364727743,1.6709870295776423,1.837711009015263
19,19,2.0987843689957764,1.668119998477291,1.8427807401778684
20,20,2.0769430077805895,1.6265901675763066,1.80925104831499
21,21,2.0871194330498004,1.6169226597811641,1.8076478627817
22,22,2.1204175978595856,1.6302193617745724,1.8290738904180153
23,23,2.0803656388219696,1.570006305608456,1.7770559974238072
24,24,2.093432494286305,1.5627502859863625,1.7780618269295463
25,25,2.1329652651559377,1.5817962201554707,1.8054371591831986
26,26,2.1324629533575195,1.5606408854248248,1.7926796493700374
27,27,2.1386114703817873,1.5459679267277142,1.786473835483428
28,28,2.094800878742469,1.4811650970739714,1.7302083790925047
29,29,2.12461083425619,1.489809698794096,1.7474615069087864
30,30,2.147872857165871,1.4917308535967204,1.7580632811733867
31,31,2.136053582363368,1.4583927516941506,1.7334788491197033
32,32,2.153039213009415,1.45367910429298,1.7375928958087112
33,33,2.1718720137474152,1.450629635645225,1.7434461365324694
34,34,2.183698665325722,1.4403884364734814,1.7421836705994607
35,35,2.197174240581069,1.4316079387215748,1.7424589564533894
36,36,2.233040498650423,1.4450272084967546,1.7650121049916185
37,37,2.25497341157901,1.4443194713698921,1.773517405249838
38,38,2.296070165163233,1.4625791118710838,1.8010703242904973
39,39,2.300996818099036,1.4444693312498291,1.7923351653642994
40,40,2.344961340362837,1.4651951844254703,1.8225181052705588
41,41,2.3882656205915613,1.4850555858929462,1.8519192006815945
42,42,2.4266470757005996,1.4997849178211151,1.8762739966685191
43,43,2.4509489155848514,1.5002232931872248,1.886423790272103
44,44,2.4960240154677753,1.5212204265107523,1.9172195016820242
45,45,2.495912201786373,1.496812918072822,1.9026989589107939
46,46,2.5184597139114553,1.494843713918729,1.9107063582599528
47,47,2.4934677609851557,1.4451106609236528,1.8710408198586754
48,48,2.5249991149310302,1.451673097974962,1.8877629793282198
49,49,2.5742555835276733,1.475729327159974,1.922072459461118
50,50,2.592190639230735,1.4682292406419784,1.924920497597896
