,p,BIC,AIC,HQC
0,0,-11.103279886275415,-11.186905260235376,-11.153049700957963
1,1,-11.119923151884322,-11.22063083060936,-11.179855484342777
2,2,-11.109478775987025,-11.22739118378828,-11.179645132143113
3,3,-11.12449944302951,-11.259740487129195,-11.204972210340392
4,4,-11.101223129551181,-11.253918225114983,-11.192075592458734
5,5,-11.087564463594761,-11.25784055930401,-11.188870819326517
6,6,-11.163765452933129,-11.35175105711084,-11.275600827664737
7,7,-11.137866874719439,-11.343692082024813,-11.26030734010886
8,8,-11.142608316332062,-11.366404835038388,-11.275730906436024
9,9,-11.115465677589725,-11.35736685746119,-11.259348406173357
10,10,-11.110142507153446,-11.370283367936768,-11.264864385404348
11,11,-11.09700143546795,-11.375518696015265,-11.262642490126368
12,12,-11.105492558865278,-11.402524666905238,-11.282133850782426
13,13,-11.122508683717143,-11.43819584629171,-11.310232326854164
14,14,-11.103446290813173,-11.437930505398114,-11.302335471693624
15,15,-11.079209819162426,-11.43263490549014,-11.289348816791671
16,16,-11.04993599522098,-11.42244762782484,-11.271410201486294
17,17,-11.017913060751805,-11.409658802251785,-11.250809001317512
18,18,-11.019171139663328,-11.43030047481343,-11.263576495375808
19,19,-11.032553296068489,-11.463217666586974,-11.288556924886397
20,20,-11.000905702044719,-11.451258542249002,-11.268597661510318
21,21,-10.96563920186085,-11.435835975129486,-11.24511077212895
22,22,-10.931106915067403,-11.421305151152417,-11.222450622508974
23,23,-10.896997155793345,-11.40735648900686,-11.200306797191509
24,24,-10.8744580384928,-11.405140246792744,-11.18982870584956
25,25,-10.844684529927656,-11.395853574928124,-11.172212635900395
26,26,-10.816277478892184,-11.38809954682488,-11.156060782879667
27,27,-10.782955564453388,-11.375599108107462,-11.135093199351749
28,28,-10.746793231163085,-11.360429012831583,-11.11138573081305
29,29,-10.711717864218992,-11.346518999681086,-11.088867191566395
30,30,-10.707940160328773,-11.364082163897924,-11.097749736321258
31,31,-10.686412808408987,-11.364073639078205,-11.088987541652651
32,32,-10.64403988544879,-11.343399994165225,-11.059486202649493
33,33,-10.611466306894634,-11.332708684996824,-11.039892184109581
34,34,-10.5694902500767,-11.312800478928942,-11.011005244802963
35,35,-10.55120102869405,-11.316767330553546,-11.00591631282173
36,36,-10.529261157030001,-11.31727444718367,-10.997289550688807
37,37,-10.501470461822866,-11.312124402031982,-10.982926468152037
38,38,-10.486732491289821,-11.320223544581971,-10.981732332162556
39,39,-10.466155473586756,-11.322682960435964,-10.974817126321494
40,40,-10.423840278627283,-11.30360643456465,-10.94628351371956
41,41,-10.38580272070989,-11.289012755408505,-10.922149140619856
42,42,-10.34344224047438,-11.270304398353863,-10.893815319506459
43,43,-10.299715441355294,-11.250441063752922,-10.864240566668043
44,44,-10.33063052214265,-11.305434111099673,-10.909435035928402
45,45,-10.286347981746689,-11.285447265460238,-10.879561224622266
46,46,-10.273385992369798,-11.297001992362524,-10.8811393480213
47,47,-10.227144959910493,-11.275502059971997,-10.849571901036974
48,48,-10.208890742000085,-11.282216758956153,-10.846126877602895
49,49,-10.181581460138304,-11.280107716506002,-10.833764584204857
50,50,-10.14343385057527,-11.267395249164027,-10.81070399220811
