,p,BIC,AIC,HQC
0,0,-11.138245858418934,-11.221871232378895,-11.188015673101482
1,1,-11.141651700875737,-11.242359379600776,-11.201584033334193
2,2,-11.122437738394053,-11.240350146195308,-11.192604094550141
3,3,-11.126762517422726,-11.26200356152241,-11.207235284733608
4,4,-11.099171182709561,-11.251866278273363,-11.190023645617114
5,5,-11.083291146689227,-11.253567242398475,-11.184597502420983
6,6,-11.156339229222285,-11.344324833399996,-11.268174603953893
7,7,-11.127643265541074,-11.333468472846448,-11.250083730930495
8,8,-11.141676406984097,-11.365472925690423,-11.274798997088059
9,9,-11.111173235576056,-11.353074415447521,-11.255055964159688
10,10,-11.101295259523159,-11.36143612030648,-11.25601713777406
11,11,-11.080309170096482,-11.358826430643797,-11.2459502247549
12,12,-11.102818265345961,-11.399850373385922,-11.27945955726311
13,13,-11.1229478169437,-11.438634979518268,-11.310671460080721
14,14,-11.099542741561566,-11.434026956146507,-11.298431922442017
15,15,-11.078445415357443,-11.43187050168516,-11.28858441298669
16,16,-11.052871528285072,-11.42538316088893,-11.274345734550385
17,17,-11.019842000785436,-11.411587742285416,-11.252737941351143
18,18,-11.02836976753121,-11.439499102681312,-11.27277512324369
19,19,-11.047182307314674,-11.47784667783316,-11.303185936132582
20,20,-11.012387612981538,-11.462740453185821,-11.280079572447137
21,21,-10.974004754462841,-11.444201527731478,-11.253476324730942
22,22,-10.940464399801352,-11.430662635886366,-11.231808107242923
23,23,-10.902848895902483,-11.413208229115998,-11.206158537300647
24,24,-10.881790565829212,-11.412472774129155,-11.197161233185971
25,25,-10.863397194046405,-11.414566239046872,-11.190925300019144
26,26,-10.844976322876688,-11.416798390809383,-11.184759626864171
27,27,-10.81062964354036,-11.403273187194433,-11.16276727843872
28,28,-10.780210987342551,-11.393846769011049,-11.144803486992515
29,29,-10.749520965504374,-11.384322100966468,-11.126670292851777
30,30,-10.743586351093006,-11.399728354662157,-11.133395927085491
31,31,-10.725527084094523,-11.403187914763741,-11.128101817338187
32,32,-10.685874418438953,-11.385234527155388,-11.101320735639657
33,33,-10.660142177509588,-11.381384555611778,-11.088568054724535
34,34,-10.617583963807508,-11.36089419265975,-11.05909895853377
35,35,-10.60941424832122,-11.374980550180716,-11.0641295324489
36,36,-10.577958887355154,-11.365972177508823,-11.045987281013959
37,37,-10.55502064220926,-11.365674582418379,-11.036476648538434
38,38,-10.532806238274047,-11.366297291566196,-11.027806079146782
39,39,-10.513110485314169,-11.369637972163376,-11.021772138048906
40,40,-10.47140692947244,-11.351173085409807,-10.993850164564718
41,41,-10.430122101581812,-11.333332136280427,-10.966468521491779
42,42,-10.38396735628426,-11.310829514163743,-10.934340435316338
43,43,-10.341456545707985,-11.292182168105612,-10.905981671020733
44,44,-10.387327230625385,-11.362130819582408,-10.966131744411136
45,45,-10.355673493573253,-11.354772777286803,-10.94888673644883
46,46,-10.32946740281185,-11.353083402804577,-10.937220758463353
47,47,-10.291756500262974,-11.340113600324477,-10.914183441389454
48,48,-10.301528309025542,-11.37485432598161,-10.938764444628353
49,49,-10.256621712388924,-11.355147968756624,-10.908804836455479
50,50,-10.220810236944972,-11.344771635533728,-10.888080378577811
