,p,BIC,AIC,HQC
0,0,-11.111869485009798,-11.19549485896976,-11.161639299692347
1,1,-11.131231739186873,-11.231939417911912,-11.191164071645328
2,2,-11.126858460329066,-11.24477086813032,-11.197024816485154
3,3,-11.15007536171453,-11.285316405814214,-11.230548129025411
4,4,-11.128118280546275,-11.280813376110077,-11.218970743453827
5,5,-11.12700283301821,-11.297278928727458,-11.228309188749966
6,6,-11.226328140498754,-11.414313744676466,-11.338163515230363
7,7,-11.193629128993308,-11.399454336298684,-11.31606959438273
8,8,-11.225033278560108,-11.448829797266434,-11.35815586866407
9,9,-11.19145266207693,-11.433353841948396,-11.335335390660562
10,10,-11.195279958087736,-11.455420818871058,-11.350001836338638
11,11,-11.16733747032257,-11.445854730869884,-11.332978524980987
12,12,-11.211273109894435,-11.508305217934396,-11.387914401811583
13,13,-11.209676033386788,-11.525363195961354,-11.397399676523808
14,14,-11.17916994378325,-11.513654158368192,-11.378059124663702
15,15,-11.158001889540515,-11.511426975868229,-11.36814088716976
16,16,-11.133421537657311,-11.50593317026117,-11.354895743922624
17,17,-11.097546262961075,-11.489292004461054,-11.33044220352678
18,18,-11.109981767613379,-11.52111110276348,-11.354387123325859
19,19,-11.139875333544946,-11.570539704063432,-11.395878962362854
20,20,-11.102844552945273,-11.553197393149556,-11.370536512410872
21,21,-11.065201208482318,-11.535397981750954,-11.344672778750418
22,22,-11.028828344979672,-11.519026581064686,-11.320172052421244
23,23,-10.991934056747061,-11.502293389960576,-11.295243698145224
24,24,-10.97236084280877,-11.503043051108714,-11.28773151016553
25,25,-10.945905736141302,-11.49707478114177,-11.273433842114041
26,26,-10.923059301149936,-11.49488136908263,-11.262842605137418
27,27,-10.887505644507367,-11.480149188161441,-11.239643279405728
28,28,-10.853789780844481,-11.467425562512979,-11.218382280494446
29,29,-10.820907316302396,-11.45570845176449,-11.1980566436498
30,30,-10.81368284697667,-11.469824850545821,-11.203492422969155
31,31,-10.794300874578834,-11.471961705248052,-11.196875607822498
32,32,-10.753189375295,-11.452549484011435,-11.168635692495704
33,33,-10.727802624663148,-11.449045002765338,-11.156228501878095
34,34,-10.685154681301638,-11.42846491015388,-11.1266696760279
35,35,-10.678223639264269,-11.443789941123764,-11.132938923391949
36,36,-10.65681745329318,-11.444830743446849,-11.124845846951985
37,37,-10.647769565415214,-11.45842350562433,-11.129225571744385
38,38,-10.61987099781007,-11.45336205110222,-11.114870838682805
39,39,-10.589833249195683,-11.446360736044891,-11.09849490193042
40,40,-10.54856270948651,-11.428328865423877,-11.071005944578788
41,41,-10.5114304368288,-11.414640471527415,-11.047776856738766
42,42,-10.469081312497275,-11.395943470376759,-11.019454391529354
43,43,-10.424194254128912,-11.374919876526539,-10.98871937944166
44,44,-10.483398139566315,-11.458201728523338,-11.062202653352067
45,45,-10.455474204405542,-11.454573488119092,-11.04868744728112
46,46,-10.439839382220805,-11.463455382213532,-11.047592737872307
47,47,-10.39710972067305,-11.445466820734554,-11.019536661799531
48,48,-10.43170633137288,-11.505032348328948,-11.06894246697569
49,49,-10.400678049967183,-11.499204306334882,-11.052861174033737
50,50,-10.349971311557486,-11.473932710146242,-11.017241453190325
