,p,BIC,AIC,HQC
0,0,-11.146256607552028,-11.229881981511989,-11.196026422234576
1,1,-11.15980398550155,-11.26051166422659,-11.219736317960006
2,2,-11.148049082575723,-11.265961490376977,-11.21821543873181
3,3,-11.166490878024764,-11.301731922124448,-11.246963645335645
4,4,-11.143677733339837,-11.296372828903639,-11.23453019624739
5,5,-11.136340120697207,-11.306616216406455,-11.237646476428964
6,6,-11.228954704729565,-11.416940308907277,-11.340790079461174
7,7,-11.200275463478697,-11.406100670784072,-11.322715928868119
8,8,-11.211572454589115,-11.435368973295441,-11.344695044693077
9,9,-11.18035024687309,-11.422251426744555,-11.324232975456722
10,10,-11.177167814314867,-11.437308675098189,-11.331889692565769
11,11,-11.159115349066035,-11.437632609613349,-11.324756403724452
12,12,-11.175939197242132,-11.472971305282092,-11.35258048915928
13,13,-11.188937810757093,-11.504624973331659,-11.376661453894112
14,14,-11.166186730262702,-11.500670944847643,-11.365075911143153
15,15,-11.141383725116384,-11.494808811444098,-11.35152272274563
16,16,-11.112803726133057,-11.485315358736916,-11.33427793239837
17,17,-11.080853239112498,-11.472598980612478,-11.313749179678204
18,18,-11.083284222783226,-11.494413557933328,-11.327689578495706
19,19,-11.098541300730595,-11.52920567124908,-11.354544929548503
20,20,-11.063287547860288,-11.513640388064571,-11.330979507325887
21,21,-11.027149876877452,-11.497346650146088,-11.306621447145552
22,22,-10.99101060896719,-11.481208845052205,-11.282354316408762
23,23,-10.957221653464542,-11.467580986678056,-11.260531294862705
24,24,-10.936160554541459,-11.466842762841402,-11.251531221898219
25,25,-10.907033441088828,-11.458202486089295,-11.234561547061567
26,26,-10.878900213593639,-11.450722281526334,-11.218683517581121
27,27,-10.845027203553506,-11.43767074720758,-11.197164838451867
28,28,-10.808601628688887,-11.422237410357384,-11.173194128338851
29,29,-10.773095176647898,-11.407896312109992,-11.150244503995301
30,30,-10.768283267534876,-11.424425271104028,-11.158092843527362
31,31,-10.75259847052843,-11.430259301197648,-11.155173203772094
32,32,-10.71038998784598,-11.409750096562416,-11.125836305046684
33,33,-10.682482189032777,-11.403724567134969,-11.110908066247724
34,34,-10.640090018453083,-11.383400247305325,-11.081605013179345
35,35,-10.623582720750248,-11.389149022609743,-11.078298004877928
36,36,-10.605202322467836,-11.393215612621505,-11.073230716126641
37,37,-10.587896073477328,-11.398550013686444,-11.0693520798065
38,38,-10.563327011065601,-11.39681806435775,-11.058326851938336
39,39,-10.536812600103861,-11.393340086953069,-11.045474252838599
40,40,-10.494264727220934,-11.3740308831583,-11.01670796231321
41,41,-10.463228874338474,-11.36643890903709,-10.99957529424844
42,42,-10.424083946489558,-11.350946104369042,-10.974457025521637
43,43,-10.38054695025779,-11.331272572655417,-10.945072075570538
44,44,-10.438061400356224,-11.412864989313247,-11.016865914141976
45,45,-10.407385576660193,-11.406484860373743,-11.000598819535771
46,46,-10.393931998267593,-11.41754799826032,-11.001685353919095
47,47,-10.350658099624582,-11.399015199686085,-10.973085040751062
48,48,-10.386374844320029,-11.459700861276097,-11.02361097992284
49,49,-10.35437723619135,-11.452903492559049,-11.006560360257904
50,50,-10.305450318216753,-11.42941171680551,-10.972720459849592
