,p,BIC,AIC,HQC
0,0,-11.108036084233738,-11.1916614581937,-11.157805898916287
1,1,-11.12573030682729,-11.226437985552328,-11.185662639285745
2,2,-11.114080859654523,-11.231993267455778,-11.184247215810611
3,3,-11.131346403664542,-11.266587447764227,-11.211819170975424
4,4,-11.108261420346604,-11.260956515910406,-11.199113883254157
5,5,-11.095349625232402,-11.26562572094165,-11.196655980964158
6,6,-11.176667245687014,-11.364652849864726,-11.288502620418623
7,7,-11.150110520439664,-11.35593572774504,-11.272550985829087
8,8,-11.155049906185802,-11.378846424892128,-11.288172496289764
9,9,-11.126399436097135,-11.3683006159686,-11.270282164680767
10,10,-11.121504481710872,-11.381645342494194,-11.276226359961774
11,11,-11.106792676330862,-11.385309936878176,-11.27243373098928
12,12,-11.116550058385323,-11.413582166425284,-11.293191350302472
13,13,-11.134401937339891,-11.450089099914457,-11.32212558047691
14,14,-11.113542755455567,-11.448026970040509,-11.312431936336019
15,15,-11.088044710161046,-11.441469796488763,-11.298183707790294
16,16,-11.0582416647271,-11.43075329733096,-11.279715870992414
17,17,-11.026774461735732,-11.418520203235712,-11.259670402301438
18,18,-11.026868926353664,-11.437998261503767,-11.271274282066145
19,19,-11.04750423089225,-11.478168601410735,-11.303507859710157
20,20,-11.014549089553444,-11.464901929757728,-11.282241049019044
21,21,-10.979373879188373,-11.449570652457009,-11.258845449456473
22,22,-10.944873117783619,-11.435071353868633,-11.23621682522519
23,23,-10.911031499418606,-11.42139083263212,-11.214341140816769
24,24,-10.890789849069856,-11.4214720573698,-11.206160516426616
25,25,-10.861297879010976,-11.412466924011444,-11.188825984983716
26,26,-10.834004572506142,-11.405826640438837,-11.173787876493625
27,27,-10.800484431476239,-11.393127975130312,-11.1526220663746
28,28,-10.763264605618343,-11.37690038728684,-11.127857105268307
29,29,-10.727958916308072,-11.362760051770167,-11.105108243655476
30,30,-10.729640448150594,-11.385782451719745,-11.11945002414308
31,31,-10.710977831986625,-11.388638662655843,-11.11355256523029
32,32,-10.66855080413792,-11.367910912854356,-11.083997121338625
33,33,-10.641077724050524,-11.362320102152715,-11.06950360126547
34,34,-10.599262809096976,-11.342573037949217,-11.040777803823238
35,35,-10.582448152191208,-11.348014454050704,-11.037163436318888
36,36,-10.563117889238413,-11.351131179392082,-11.031146282897218
37,37,-10.54327865169234,-11.353932591901456,-11.024734658021512
38,38,-10.519748752824587,-11.353239806116736,-11.014748593697322
39,39,-10.488240652433317,-11.344768139282525,-10.996902305168055
40,40,-10.444346092542768,-11.324112248480134,-10.966789327635045
41,41,-10.411903651779426,-11.31511368647804,-10.948250071689392
42,42,-10.37036228770445,-11.297224445583934,-10.92073536673653
43,43,-10.325783671868676,-11.276509294266303,-10.890308797181424
44,44,-10.382636007873945,-11.357439596830968,-10.961440521659696
45,45,-10.345482107496261,-11.344581391209811,-10.93869535037184
46,46,-10.330730884100749,-11.354346884093475,-10.93848423975225
47,47,-10.284471188315077,-11.33282828837658,-10.906898129441558
48,48,-10.29295434639382,-11.366280363349889,-10.93019048199663
49,49,-10.261115020310406,-11.359641276678106,-10.913298144376961
50,50,-10.21180110903544,-11.335762507624196,-10.879071250668279
