,p,BIC,AIC,HQC
0,0,-11.126767327395267,-11.193667626563238,-11.166583179141307
1,1,-11.141945219904105,-11.225868285508303,-11.19188883028615
2,2,-11.1312451072812,-11.232312885396562,-11.191387698272134
3,3,-11.146837093469118,-11.265173007056342,-11.21725076486614
4,4,-11.123341488151558,-11.259070461986049,-11.204099232958272
5,5,-11.109434718133201,-11.262683204271525,-11.20061043829178
6,6,-11.189427824484799,-11.36032382828272,-11.29109634696808
7,7,-11.165345870682176,-11.354018977378768,-11.277582963955812
8,8,-11.165682581801828,-11.372263983684592,-11.288564972667025
9,9,-11.138551022443211,-11.363173546609573,-11.27215641327087
10,10,-11.13532373564934,-11.378121872380442,-11.27973082201685
11,11,-11.125763523187173,-11.386873454950281,-11.28105201192944
12,12,-11.12977875934494,-11.409338390441373,-11.296029387031668
13,13,-11.14887861839217,-11.447027605268147,-11.326173170243798
14,14,-11.130678515774434,-11.4475582980128,-11.319099845029598
15,15,-11.104003755048248,-11.439757587059578,-11.303635802796032
16,16,-11.074600103291747,-11.429373086723993,-11.285527918782522
17,17,-11.043354484167347,-11.417293601053693,-11.265664245616431
18,18,-11.041653429561785,-11.434907576227099,-11.275432465460678
19,19,-11.055658211657684,-11.468378233404566,-11.30099502260818
20,20,-11.02520782702346,-11.45754655361957,-11.282192108110435
21,21,-10.991845229111494,-11.443957511100567,-11.260567892830823
22,22,-10.956677632754268,-11.42872037861391,-11.237230832512816
23,23,-10.926744689013107,-11.418876903183282,-11.21922184321848
24,24,-10.914973283971372,-11.427356105778212,-11.219469100729622
25,25,-10.879338768902802,-11.412135512403252,-11.195949271343116
26,26,-10.84648297026065,-11.399859165034226,-11.175305522506601
27,27,-10.816674915620743,-11.390798348535625,-11.157808249428527
28,28,-10.777203631633515,-11.372244389615087,-11.130747873718327
29,29,-10.739781948443891,-11.355912462274748,-11.105838648516372
30,30,-10.73661699766344,-11.3740120868449,-11.115289157198994
31,31,-10.719043839868212,-11.377880758574396,-11.110435941632886
32,32,-10.680172020977569,-11.3606305051341,-11.08439005933501
33,33,-10.639763044177732,-11.342025359698285,-11.05691455620281
34,34,-10.608647114954058,-11.332898107169061,-11.038841212379646
35,35,-10.57879760557617,-11.325224749889177,-11.022145007600658
