,p,BIC,AIC,HQC
0,0,3.575153163421061,3.508252864253091,3.535337311675022
1,1,3.445783370253011,3.361860304648812,3.3958397598709658
2,2,3.4391813162222826,3.3381135381069216,3.37903872523135
3,3,3.3868277488497927,3.2684918352625685,3.316414077452771
4,4,3.4194841394839406,3.28375516564945,3.338726394677227
5,5,3.346800279663679,3.193551793525356,3.2556245595050988
6,6,3.363066500986449,3.1921704971885285,3.261397978503168
7,7,3.3568944047303977,3.1682212980338047,3.244657311456761
8,8,3.301854220442439,3.0952728185596765,3.1789718295772427
9,9,2.817647510341109,2.5930249861747474,2.68404211951345
10,10,2.6748006237968327,2.4320024870657315,2.530393537429324
11,11,1.9789393058049303,1.717829374041823,1.823650817062664
12,12,1.9609071884376525,1.681347557341219,1.7946565607509253
13,13,1.991674052345402,1.693525065469423,1.8143795004937722
14,14,2.0190045847598816,1.7021248025215172,1.830583255504717
15,15,2.0251468903709346,1.6893930583596046,1.8255148426231504
16,16,2.025641375769527,1.670868392337281,1.8147135602787516
17,17,2.0311666276152653,1.65722751072892,1.8088568661661821
18,18,2.0684614917561737,1.6752073450908598,1.8346824558572796
19,19,2.091036913636053,1.6783168918891713,1.845700102685558
20,20,2.075251733884996,1.6429130072888845,1.8182674527980205
21,21,2.084791006956884,1.6326787249678105,1.8160683432375566
22,22,2.119313050734885,1.647270304875243,1.838759850976336
23,23,2.113644623022776,1.621512408852602,1.8211674688174049
24,24,2.1323152063681574,1.6199323845613165,1.8278193896099073
25,25,2.1682385828970214,1.6354418393965702,1.8516280804567073
26,26,2.181053565805504,1.6276773710319286,1.8522310135595537
27,27,2.188877131753335,1.6147536988384519,1.8477437979455495
28,28,2.1498068791337963,1.5547661211522232,1.796262637048983
29,29,2.184181974926513,1.568051461095657,1.818125274854033
30,30,2.2018644514230967,1.5644693622416357,1.8231922918875405
31,31,2.175917020479692,1.5170801017735083,1.7845249187150176
32,32,2.181831018589146,1.5013725344326148,1.7776129802317047
33,33,2.2091016595166546,1.5068393439961012,1.7919501474915758
34,34,2.2390986171232887,1.5148476249082852,1.808904519697701
35,35,2.231580602278035,1.4851534579650285,1.7882332002535475
36,36,2.266540835578973,1.4977473817705167,1.8099277685947741
37,37,2.287767461884108,1.4964148059656832,1.8177746938008683
38,38,2.3263438394175435,1.5122362989926537,1.8428556227511503
39,39,2.3306632455545464,1.4936022924973664,1.833562084927417
40,40,2.372262068511663,1.512046271595127,1.8614286830881024
41,41,2.4138584458181214,1.5302834118738242,1.889171730688806
42,42,2.453463346563708,1.5463216601284682,1.9148003330429488
43,43,2.4748909582197,1.543972119622024,1.922126773017634
44,44,2.5223649150606633,1.5674552768986811,1.9553727382909476
45,45,2.52498918936701,1.5458718913277298,1.9436402113489426
46,46,2.567927923808111,1.5643828257760255,1.972091300620363
47,47,2.518365618099443,1.4901692315006614,1.9079084258407795
48,48,2.553854293326374,1.5007797106524963,1.9286414810368253
49,49,2.6027077474038673,1.5245245698577925,1.9626020885978042
50,50,2.6339278627147142,1.5304021259184803,1.9787899054751996
