,p,BIC,AIC,HQC
0,0,-5.82223893363439,-5.905864307594352,-5.872008748316938
1,1,-5.806901171811476,-5.907608850536515,-5.86683350426993
2,2,-5.806192877146336,-5.924105284947591,-5.876359233302424
3,3,-5.780116778940185,-5.915357823039869,-5.8605895462510675
4,4,-5.794082765441503,-5.946777861005305,-5.884935228349056
5,5,-5.774091533986555,-5.944367629695803,-5.875397889718311
6,6,-5.821293355441132,-6.009278959618845,-5.933128730172742
7,7,-5.837742855277769,-6.043568062583143,-5.960183320667191
8,8,-5.82098128695194,-6.044777805658267,-5.954103877055903
9,9,-5.900775472589371,-6.142676652460837,-6.044658201173003
10,10,-6.251594505914689,-6.511735366698011,-6.406316384165591
11,11,-6.426230770669203,-6.704748031216517,-6.59187182532762
12,12,-7.249277124667214,-7.546309232707174,-7.425918416584362
13,13,-7.218665014630701,-7.534352177205267,-7.406388657767721
14,14,-7.2140575755681144,-7.548541790153054,-7.412946756448566
15,15,-7.198637123125509,-7.552062209453224,-7.408776120754755
16,16,-7.190148953268709,-7.562660585872567,-7.411623159534023
17,17,-7.157432853769708,-7.549178595269689,-7.390328794335415
18,18,-7.141013784454702,-7.552143119604803,-7.3854191401671825
19,19,-7.104543573569785,-7.53520794408827,-7.360547202387693
20,20,-7.07979267412475,-7.530145514329033,-7.34748463359035
21,21,-7.0835590238049395,-7.553755797073576,-7.36303059407304
22,22,-7.061431882033837,-7.55163011811885,-7.352775589475407
23,23,-7.023377346395143,-7.533736679608656,-7.326686987793305
24,24,-7.085139444957291,-7.6158216532572345,-7.40051011231405
25,25,-7.0558855064519435,-7.60705455145241,-7.383413612424682
26,26,-7.036797048360956,-7.608619116293651,-7.376580352348438
27,27,-7.03150655457502,-7.624150098229093,-7.3836441894733795
28,28,-7.017450185461048,-7.631085967129544,-7.382042685111011
29,29,-7.036651995330001,-7.671453130792094,-7.413801322677404
30,30,-7.005333551713235,-7.6614755552823866,-7.39514312770572
31,31,-6.995996295450222,-7.67365712611944,-7.398571028693888
32,32,-6.992612635855952,-7.6919727445723876,-7.408058953056656
33,33,-6.980694125167621,-7.701936503269811,-7.409120002382566
34,34,-6.943802675495478,-7.687112904347718,-7.38531767022174
35,35,-6.9050223736243765,-7.670588675483871,-7.359737657752056
36,36,-6.917550948499391,-7.70556423865306,-7.385579342158196
37,37,-6.88325790530607,-7.693911845515188,-7.364713911635242
38,38,-6.851889785492791,-7.68538083878494,-7.346889626365527
39,39,-6.8163617781862635,-7.6728892650354705,-7.325023430921
40,40,-6.799956463271266,-7.679722619208633,-7.322399698363544
41,41,-6.759503890837742,-7.662713925536357,-7.295850310747709
42,42,-6.721175988819353,-7.648038146698838,-7.271549067851434
43,43,-6.682767328316503,-7.63349295071413,-7.247292453629251
44,44,-6.666747302066317,-7.64155089102334,-7.2455518158520675
45,45,-6.6322343709605365,-7.631333654674088,-7.225447613836115
46,46,-6.602386717938477,-7.626002717931204,-7.210140073589979
47,47,-6.56573940225589,-7.614096502317393,-7.18816634338237
48,48,-6.618242562382257,-7.691568579338325,-7.255478697985066
49,49,-6.569255702945186,-7.667781959312885,-7.221438827011741
50,50,-6.521364088740593,-7.64532548732935,-7.188634230373432
