,p,BIC,AIC,HQC
0,0,3.588550695730241,3.521650396562271,3.548734843984202
1,1,3.4498894073252395,3.3659663417210406,3.3999457969431943
2,2,3.443154298887713,3.3420865207723525,3.3830117078967805
3,3,3.3894653561557,3.271129442568476,3.319051684758678
4,4,3.4221517549742035,3.286422781139713,3.34139401016749
5,5,3.3465195844633464,3.1932710983250234,3.2553438643047663
6,6,3.362222814088032,3.1913268102901116,3.260554291604751
7,7,3.353241146066765,3.164568039370172,3.2410040527931283
8,8,3.29967807933408,3.093096677451317,3.176795688468883
9,9,2.8099702498982713,2.5853477257319097,2.6763648590706124
10,10,2.6586893021185034,2.4158911653874022,2.5142822157509945
11,11,1.9770195700387654,1.715909638275658,1.8217310812964993
12,12,1.9558815602801298,1.6763219291836964,1.7896309325934026
13,13,1.9872391784053736,1.6890901915293945,1.8099446265537438
14,14,2.013070357954752,1.6961905757163878,1.8246490286995876
15,15,2.0220696727193213,1.6863158407079912,1.822437624971537
16,16,2.0196924756510093,1.6649194922187638,1.8087646601602343
17,17,2.0245045500603362,1.6505654331739905,1.8021947886112526
18,18,2.0613547397897056,1.6681005931243915,1.8275757038908114
19,19,2.0833248021085997,1.670604780361718,1.8379879911581045
20,20,2.0611095331036524,1.6287708065075408,1.8041252520166768
21,21,2.0684986707794284,1.616386388790355,1.799776007060101
22,22,2.10450856635519,1.6324658204955478,1.8239553665966408
23,23,2.1046986425201113,1.6125664283499375,1.8122214883147403
24,24,2.118589715188738,1.6062068933818967,1.814093898430488
25,25,2.156389420747684,1.6235926772472329,1.83977891830737
26,26,2.1708300582910938,1.617453863517518,1.8420075060451429
27,27,2.179445083721564,1.605321650806681,1.8383117499137787
28,28,2.1323431928403105,1.5373024348587376,1.778798950755497
29,29,2.170013999917814,1.553883486086958,1.803957299845334
30,30,2.192206740398864,1.5548116512174033,1.8135345808633079
31,31,2.1546882060134243,1.4958512873072405,1.7632961042487498
32,32,2.152207635927318,1.4717491517707868,1.7479895975698767
33,33,2.176880398619213,1.4746180830986595,1.759728886594134
34,34,2.202598777453982,1.4783477852389781,1.772404680028394
35,35,2.2119238052652603,1.4654966609522537,1.7685764032407727
36,36,2.242960029618409,1.4741665758099527,1.7863469626342101
37,37,2.265620520857182,1.4742678649387573,1.7956277527739424
38,38,2.298483945831934,1.4843764054070445,1.8149957291655412
39,39,2.316792321774094,1.4797313687169145,1.8196911611469648
40,40,2.3603364897336236,1.5001206928170874,1.8495031043100627
41,41,2.3995464066643377,1.5159713727200401,1.874859691535022
42,42,2.442896382668331,1.5357546962330912,1.9042333691475717
43,43,2.448426035192686,1.5175071965950098,1.8956618499906197
44,44,2.4926695086830133,1.5377598705210311,1.9256773319132976
45,45,2.4822339385226426,1.5031166404833625,1.9008849605045752
46,46,2.5073153301339657,1.5037702321018802,1.9114787069462178
47,47,2.4894588828434108,1.4612624962446294,1.8790016905847473
48,48,2.520824450778121,1.4677498681042427,1.8956116384885717
49,49,2.569690078004644,1.4915069004585693,1.9295844191985811
50,50,2.604856812761656,1.5013310759654224,1.9497188555221419
