,p,t
0,0,-1.654020090623864
1,1,-1.639579913617486
2,2,-1.6311699276023828
3,3,-1.6013140133244639
4,4,-1.9972662011933726
5,5,-1.9985695229275837
6,6,-2.0344438839725183
