,p,t
0,0,-1.456364953871316
1,1,-1.4382893777788708
2,2,-1.4255358527010156
3,3,-1.367506666632899
4,4,-1.3158671357585183
5,5,-1.313208399103736
6,6,-1.3031557995547154
