,p,t
0,0,-0.0496175281903579
1,1,-0.04113230467467675
2,2,-0.03239077981751441
3,3,-0.053482379096364746
4,4,-0.11243122574967726
5,5,-0.08018616598652029
6,6,-0.0623847445328786
