,p,t
0,0,-0.24054324447848657
1,1,-0.20885728605143197
2,2,-0.18714094554318733
3,3,-0.13190521581786838
4,4,-0.3260326234948378
5,5,-0.3342340331247607
6,6,-0.3198850782787259
