,p,t
0,0,-0.36580845333309664
1,1,-0.31336493693157674
2,2,-0.291271736821805
3,3,-0.3000357054295689
4,4,-0.1413987727590555
5,5,-0.13857221667142358
6,6,-0.10811130380913185
