,p,t
0,0,-0.273571681037189
1,1,-0.261583870705734
2,2,-0.25184661016786153
3,3,-0.3041481286789044
4,4,-0.01651066002615941
5,5,-0.026315689776480942
6,6,0.0016022405752662394
