,p,t
0,0,-1.6583737913616847
1,1,-1.6748748410311305
2,2,-1.6766928610045149
3,3,-1.614497458385228
4,4,-1.5032934062059546
5,5,-1.4993371109883114
6,6,-1.4904862695441188
