,p,t
0,0,-2.0588483579376944
1,1,-2.032096176484809
2,2,-2.0036859650834793
3,3,-1.9090300142893777
4,4,-1.7761353633752264
5,5,-1.7801160327935004
6,6,-1.7734353321593554
