,p,t
0,0,-0.19076347332707877
1,1,-0.15728113229709928
2,2,-0.14996853342600458
3,3,-0.16060247139721956
4,4,-0.1683683149837361
5,5,-0.13702876285941049
6,6,-0.08841335321748793
