,p,t
0,0,-1.2172882887318275
1,1,-1.2068635276505626
2,2,-1.1818825773398454
3,3,-1.1858745515509643
4,4,-1.127103180833806
5,5,-1.1192109824415666
6,6,-1.033469067924374
