,p,t
0,0,-0.5134589399450038
1,1,-0.5572910895015064
2,2,-0.5327067367336435
3,3,-0.5095572492117479
4,4,-0.2979387053822661
5,5,-0.3186085280150989
6,6,-0.3324826791963854
