,p,t
0,0,-1.8842795934050778
1,1,-1.868008697233507
2,2,-1.8917586224337564
3,3,-1.9661663622539058
4,4,-1.8367628199052464
5,5,-1.820064647091041
6,6,-1.851649384683047
