,p,t
0,0,-1.5257221513667034
1,1,-1.5138485067031955
2,2,-1.4952039140468412
3,3,-1.5078716141662976
4,4,-1.2960838228613336
5,5,-1.285059013361858
6,6,-1.261011395487572
