,p,t
0,0,-0.5440402003463936
1,1,-0.5259191935526171
2,2,-0.49781198940803534
3,3,-0.5170910335926994
4,4,-0.35767132441305677
5,5,-0.3729410918231065
6,6,-0.29438257625314856
