,p,t
0,0,-1.0217403637899123
1,1,-1.0591305447645578
2,2,-1.0545976432222517
3,3,-1.14123169919054
4,4,-1.1910023685653919
5,5,-1.1850546086568605
6,6,-1.205540583558707
