,p,t
0,0,-1.5946861033991866
1,1,-1.5803885867718885
2,2,-1.5663590346053384
3,3,-1.5562916539960963
4,4,-1.405183524553088
5,5,-1.4344101625270598
6,6,-1.473540193509988
