,p,t
0,0,-1.1986709375850435
1,1,-1.2398239982868655
2,2,-1.2305219066228141
3,3,-1.2178790496157532
4,4,-1.1629965374695754
5,5,-1.152877461788865
6,6,-1.0964423874053082
