,p,t
0,0,-0.7796148597977705
1,1,-0.7602881437126778
2,2,-0.7531110855348829
3,3,-0.798921217572671
4,4,-0.7795799579669224
5,5,-0.7789998835354893
6,6,-0.8206319860811054
