,p,t
0,0,-0.7713003454712607
1,1,-0.7340633547640149
2,2,-0.7247482199782675
3,3,-0.7658222234266805
4,4,-0.559273608145774
5,5,-0.5428037674094012
6,6,-0.5221898315994967
