,p,BIC,AIC,HQC
0,0,-11.06042472050813,-11.127325019676102,-11.10024057225417
1,1,-11.928417312807667,-12.012340378411865,-11.978360923189712
2,2,-12.223656004304615,-12.324723782419976,-12.283798595295549
3,3,-12.213394788506273,-12.331730702093497,-12.283808459903295
4,4,-12.249021580497027,-12.384750554331518,-12.329779325303742
5,5,-12.264834452098091,-12.418082938236415,-12.35601017225667
6,6,-12.238200299721768,-12.40909630351969,-12.33986882220505
7,7,-12.243729052023944,-12.432402158720537,-12.355966145297582
8,8,-12.216191294845485,-12.422772696728249,-12.339073685710682
9,9,-12.184766442242115,-12.409388966408477,-12.318371833069774
10,10,-12.151143082164884,-12.393941218895986,-12.295550168532394
11,11,-12.118893041438769,-12.380002973201877,-12.274181530181036
12,12,-12.088661970059652,-12.368221601156085,-12.25491259774638
13,13,-12.06488924468015,-12.363038231556128,-12.24218379653178
14,14,-12.034610691963332,-12.351490474201697,-12.223032021218495
15,15,-12.00239358113235,-12.33814741314368,-12.202025628880135
16,16,-11.987059227146979,-12.341832210579225,-12.197987042637754
17,17,-11.950946985808754,-12.3248861026951,-12.173256747257838
18,18,-11.915636029729333,-12.308890176394646,-12.149415065628226
19,19,-11.885159227367996,-12.297879249114878,-12.130496038318492
20,20,-11.871096994743551,-12.303435721339662,-12.128081275830526
21,21,-11.833750300434396,-12.28586258242347,-12.102472964153725
22,22,-11.79829679716564,-12.270339543025283,-12.07884999692419
23,23,-11.80486899535747,-12.297001209527645,-12.097346149562842
24,24,-11.895660603381609,-12.408043425188449,-12.200156420139859
25,25,-11.863956051010257,-12.396752794510707,-12.180566553450571
26,26,-11.832173004378296,-12.385549199151871,-12.160995556624247
27,27,-11.80464483998764,-12.378768272902523,-12.145778173795424
28,28,-11.76893431635673,-12.363975074338303,-12.122478558441543
29,29,-11.755610485059877,-12.371740998890735,-12.121667185132358
30,30,-11.71983088384118,-12.35722597302264,-12.098503043376734
31,31,-11.6890286800241,-12.347865598730284,-12.080420781788774
32,32,-11.657140943688331,-12.337599427844863,-12.061358982045773
33,33,-11.635807018859126,-12.338069334379679,-12.052958530884204
34,34,-11.59926318896531,-12.323514181180313,-12.029457286390898
35,35,-11.565830919175736,-12.312258063488743,-12.009178321200224
36,36,-11.525149746727337,-12.293943200535793,-11.981762813711535
37,37,-11.483226872043632,-12.274579527962057,-11.953219640126871
38,38,-11.442418033044866,-12.256525573469757,-11.92590624971126
39,39,-11.403069757483944,-12.240130710541125,-11.900170918111074
40,40,-11.36212470358916,-12.222340500505696,-11.872958089012721
41,41,-11.330780492835629,-12.214355526779928,-11.855467207964946
42,42,-11.287731674796952,-12.194873361232192,-11.826394688317711
43,43,-11.254174544781227,-12.185093383378904,-11.806938729983294
44,44,-11.215116378717966,-12.170026016879948,-11.782108555487682
45,45,-11.168232045695527,-12.147349343734808,-11.749581023713594
46,46,-11.12698813744886,-12.130533235480947,-11.722824760636609
47,47,-11.086371647722192,-12.114568034320975,-11.696828839980856
48,48,-11.039134741218255,-12.092209323892133,-11.664347553507804
49,49,-11.000605225326304,-12.078788402872378,-11.640710884132366
50,50,-10.963341024172559,-12.066866760968793,-11.618478981412075
