,p,BIC,AIC,HQC
0,0,-11.063418474024731,-11.130318773192702,-11.10323432577077
1,1,-11.92693866098519,-12.010861726589388,-11.976882271367234
2,2,-12.22301287959582,-12.324080657711182,-12.283155470586754
3,3,-12.212044085192595,-12.330379998779819,-12.282457756589617
4,4,-12.245521666382809,-12.3812506402173,-12.326279411189523
5,5,-12.259056729982367,-12.412305216120691,-12.350232450140947
6,6,-12.233086934671375,-12.403982938469296,-12.334755457154657
7,7,-12.236442415793785,-12.425115522490378,-12.348679509067424
8,8,-12.207762734934095,-12.414344136816858,-12.330645125799292
9,9,-12.17544716856353,-12.400069692729891,-12.309052559391189
10,10,-12.14195760582211,-12.384755742553212,-12.28636469218962
11,11,-12.110098968865813,-12.371208900628922,-12.26538745760808
12,12,-12.079687581043496,-12.359247212139929,-12.245938208730223
13,13,-12.05626071673903,-12.354409703615008,-12.23355526859066
14,14,-12.026874682523795,-12.34375446476216,-12.215296011778959
15,15,-11.995420580753493,-12.331174412764822,-12.195052628501276
16,16,-11.981006356202728,-12.335779339634975,-12.191934171693504
17,17,-11.945021401681604,-12.31896051856795,-12.167331163130688
18,18,-11.909582701251383,-12.302836847916696,-12.143361737150276
19,19,-11.879006421655081,-12.291726443401963,-12.124343232605577
20,20,-11.864063465079402,-12.296402191675513,-12.121047746166377
21,21,-11.826696715754416,-12.27880899774349,-12.095419379473745
22,22,-11.791461324718167,-12.26350407057781,-12.072014524476716
23,23,-11.796872375860683,-12.289004590030858,-12.089349530066055
24,24,-11.888403471534799,-12.400786293341639,-12.192899288293049
25,25,-11.856658348475303,-12.389455091975753,-12.173268850915617
26,26,-11.824502173010028,-12.377878367783604,-12.15332472525598
27,27,-11.797220752567828,-12.37134418548271,-12.138354086375612
28,28,-11.761525870070376,-12.356566628051947,-12.115070112155188
29,29,-11.748600830368833,-12.36473134419969,-12.114657530441313
30,30,-11.712278356710687,-12.349673445892149,-12.090950516246243
31,31,-11.680859189618218,-12.339696108324402,-12.072251291382893
32,32,-11.648534774720265,-12.328993258876796,-12.052752813077706
33,33,-11.626963627579874,-12.329225943100427,-12.044115139604953
34,34,-11.590057033034519,-12.314308025249522,-12.020251130460107
35,35,-11.557183663105832,-12.303610807418838,-12.00053106513032
36,36,-11.516019536499646,-12.284812990308103,-11.972632603483845
37,37,-11.473958111478444,-12.265310767396869,-11.943950879561683
38,38,-11.432571106600484,-12.246678647025375,-11.916059323266877
39,39,-11.392868155034401,-12.229929108091582,-11.889969315661531
40,40,-11.35243688804184,-12.212652684958377,-11.863270273465401
41,41,-11.320938704290503,-12.204513738234802,-11.84562541941982
42,42,-11.276761175309439,-12.183902861744679,-11.815424188830198
43,43,-11.244599443050108,-12.175518281647784,-11.797363628252175
44,44,-11.204998740512893,-12.159908378674876,-11.77199091728261
45,45,-11.158966979627714,-12.138084277666994,-11.74031595764578
46,46,-11.11758036099134,-12.121125459023427,-11.713416984179089
47,47,-11.076840869643899,-12.105037256242682,-11.687298061902563
48,48,-11.028410373951544,-12.081484956625422,-11.653623186241093
49,49,-10.989006700139925,-12.067189877686,-11.629112358945987
50,50,-10.95334093638897,-12.056866673185205,-11.608478893628487
