,p,BIC,AIC,HQC
0,0,-11.162826261330949,-11.22972656049892,-11.202642113076989
1,1,-11.925052345361678,-12.008975410965876,-11.974995955743722
2,2,-12.22082760030255,-12.321895378417912,-12.280970191293484
3,3,-12.212469870040573,-12.330805783627797,-12.282883541437595
4,4,-12.241245056032797,-12.376974029867288,-12.322002800839511
5,5,-12.252058263518723,-12.405306749657047,-12.343233983677303
6,6,-12.224871963855659,-12.39576796765358,-12.32654048633894
7,7,-12.225492262158228,-12.414165368854821,-12.337729355431865
8,8,-12.195744536281813,-12.402325938164577,-12.31862692714701
9,9,-12.162775801740551,-12.387398325906913,-12.29638119256821
10,10,-12.129280395034149,-12.37207853176525,-12.273687481401659
11,11,-12.09815577541259,-12.359265707175698,-12.253444264154856
12,12,-12.067313193465885,-12.346872824562318,-12.233563821152613
13,13,-12.045050818427045,-12.343199805303023,-12.222345370278674
14,14,-12.016267989675903,-12.333147771914268,-12.204689318931067
15,15,-11.984810112104922,-12.320563944116252,-12.184442159852706
16,16,-11.969564038054083,-12.324337021486329,-12.180491853544858
17,17,-11.933495004369636,-12.307434121255982,-12.15580476581872
18,18,-11.898366523005418,-12.291620669670731,-12.13214555890431
19,19,-11.868811662727632,-12.281531684474514,-12.114148473678128
20,20,-11.85458030844369,-12.286919035039801,-12.111564589530666
21,21,-11.817028364296771,-12.269140646285845,-12.0857510280161
22,22,-11.781328918485075,-12.253371664344717,-12.061882118243624
23,23,-11.79338857842153,-12.285520792591704,-12.085865732626901
24,24,-11.875854841047321,-12.388237662854161,-12.18035065780557
25,25,-11.845586987247131,-12.378383730747581,-12.162197489687445
26,26,-11.817419899063383,-12.370796093836958,-12.146242451309334
27,27,-11.790038605242076,-12.364162038156959,-12.13117193904986
28,28,-11.755020686901307,-12.35006144488288,-12.10856492898612
29,29,-11.743135980424,-12.359266494254857,-12.10919268049648
30,30,-11.701610714158967,-12.339005803340429,-12.080282873694523
