,p,BIC,AIC,HQC
0,0,-11.069301656605795,-11.136201955773766,-11.109117508351835
1,1,-11.92559612164756,-12.009519187251758,-11.975539732029604
2,2,-12.224226089500016,-12.325293867615377,-12.28436868049095
3,3,-12.212943957493675,-12.331279871080898,-12.283357628890696
4,4,-12.2436525342566,-12.379381508091091,-12.324410279063315
5,5,-12.255030588825395,-12.408279074963719,-12.346206308983975
6,6,-12.229364096267647,-12.400260100065568,-12.331032618750928
7,7,-12.230970396421837,-12.41964350311843,-12.343207489695473
8,8,-12.201535048335467,-12.40811645021823,-12.324417439200664
9,9,-12.168707062247794,-12.393329586414156,-12.302312453075453
10,10,-12.135393496343161,-12.378191633074263,-12.27980058271067
11,11,-12.103920851774877,-12.365030783537986,-12.259209340517144
12,12,-12.073358687311393,-12.352918318407825,-12.23960931499812
13,13,-12.050131879554256,-12.348280866430233,-12.227426431405885
14,14,-12.021258540023336,-12.3381383222617,-12.2096798692785
15,15,-11.9902414732584,-12.32599530526973,-12.189873521006184
16,16,-11.976174438052135,-12.330947421484382,-12.18710225354291
17,17,-11.940234797062587,-12.314173913948933,-12.162544558511671
18,18,-11.904793083660216,-12.29804723032553,-12.13857211955911
19,19,-11.874334429777388,-12.28705445152427,-12.119671240727884
20,20,-11.859007216496664,-12.291345943092775,-12.11599149758364
21,21,-11.821674301559053,-12.273786583548127,-12.090396965278382
22,22,-11.786522930897135,-12.258565676756778,-12.067076130655684
23,23,-11.79167954235206,-12.283811756522235,-12.084156696557432
24,24,-11.882248826641312,-12.394631648448152,-12.186744643399562
25,25,-11.850830032541412,-12.383626776041861,-12.167440534981726
26,26,-11.818063016605972,-12.371439211379547,-12.146885568851923
27,27,-11.79167355471914,-12.365796987634022,-12.132806888526924
28,28,-11.756482466303936,-12.35152322428551,-12.11002670838875
29,29,-11.74478259763977,-12.360913111470627,-12.11083929771225
30,30,-11.708048458895561,-12.345443548077023,-12.086720618431118
31,31,-11.677184677862243,-12.336021596568427,-12.068576779626918
32,32,-11.643585203786273,-12.324043687942805,-12.047803242143715
33,33,-11.624918091011658,-12.32718040653221,-12.042069603036737
34,34,-11.587396067639007,-12.31164705985401,-12.017590165064595
35,35,-11.553872736232309,-12.300299880545316,-11.997220138256797
36,36,-11.51178836362533,-12.280581817433786,-11.968401430609529
37,37,-11.468716714294757,-12.260069370213182,-11.938709482377996
38,38,-11.425794965904906,-12.239902506329797,-11.909283182571299
39,39,-11.385511239785178,-12.222572192842359,-11.882612400412308
40,40,-11.346578459322199,-12.206794256238735,-11.85741184474576
41,41,-11.309703619960294,-12.193278653904592,-11.83439033508961
42,42,-11.265301473994294,-12.172443160429534,-11.803964487515053
43,43,-11.240580757090918,-12.171499595688594,-11.793344942292984
44,44,-11.198509251379184,-12.153418889541166,-11.7655014281489
45,45,-11.154200169644927,-12.133317467684208,-11.735549147662994
46,46,-11.108799631698712,-12.112344729730799,-11.704636254886461
47,47,-11.073760233416678,-12.101956620015459,-11.68421742567534
48,48,-11.02432145268838,-12.077396035362257,-11.649534264977929
49,49,-10.987026599901156,-12.065209777447231,-11.627132258707219
50,50,-10.951240124461023,-12.054765861257257,-11.606378081700537
