,p,BIC,AIC,HQC
0,0,-2.3408203615679324,-2.4244457355278946,-2.390590176250481
1,1,-2.347731796408524,-2.4484394751335623,-2.4076641288669784
2,2,-2.3705064357896606,-2.4884188435909147,-2.4406727919457487
3,3,-2.347930325860661,-2.4831713699603455,-2.428403093171543
4,4,-2.3218761254663423,-2.4745712210301445,-2.412728588373895
5,5,-2.3899411413742504,-2.560217237083498,-2.4912474971060057
6,6,-2.3756408771132884,-2.563626481291001,-2.487476251844898
7,7,-2.3442742900407816,-2.5500994973461557,-2.4667147554302034
8,8,-2.35237967892008,-2.5761761976264066,-2.4855022690240434
9,9,-2.3186238563071266,-2.5605250361785927,-2.462506584890759
10,10,-2.3066443061233057,-2.5667851669066284,-2.4613661843742083
11,11,-2.3005195897125343,-2.5790368502598486,-2.4661606443709516
12,12,-2.361179119579776,-2.658211227619737,-2.537820411496924
13,13,-2.3423741432068925,-2.658061305781459,-2.5300977863439122
14,14,-2.3121152916019576,-2.6465995061868974,-2.511004472482409
15,15,-2.279728061521444,-2.6331531478491597,-2.4898670591506904
16,16,-2.2477852744371836,-2.6202969070410416,-2.4692594807024975
17,17,-2.2339619363926246,-2.625707677892606,-2.4668578769583314
18,18,-2.2405153488943763,-2.651644684044477,-2.484920704606856
19,19,-2.2308741628715256,-2.6615385333900106,-2.4868777916894333
20,20,-2.2005443257780057,-2.6508971659822884,-2.468236285243605
21,21,-2.166528921938874,-2.6367256952075104,-2.4460004922069745
22,22,-2.1296084887815243,-2.6198067248665375,-2.4209521962230944
23,23,-2.0937702672597185,-2.604129600473232,-2.3970799086578807
24,24,-2.069912201111457,-2.6005944094113995,-2.385282868468216
25,25,-2.037933903294051,-2.589102948294517,-2.3654620092667895
26,26,-2.022964393028311,-2.5947864609610063,-2.3627476970157937
27,27,-1.9860405175363625,-2.5786840611904354,-2.338178152434722
28,28,-1.9500109760344557,-2.563646757702953,-2.31460347568442
29,29,-1.9252373318282818,-2.5600384672903758,-2.3023866591756854
30,30,-1.895947403224647,-2.552089406793798,-2.285756979217131
31,31,-1.8970573803475226,-2.57471821101674,-2.2996321135911875
32,32,-1.8581245736662257,-2.5574846823826607,-2.2735708908669294
33,33,-1.8220692497230606,-2.5433116278252506,-2.2504951269380062
34,34,-1.7935954198069386,-2.5369056486591792,-2.2351104145332
35,35,-1.7544052804669894,-2.5199715823264834,-2.209120564594669
36,36,-1.7202619754454203,-2.5082752655990888,-2.188290369104225
37,37,-1.7178350673867264,-2.5284890075958444,-2.199291073715899
38,38,-1.7212492522850342,-2.554740305577184,-2.2162490931577703
39,39,-1.69531321845061,-2.551840705299817,-2.2039748711853466
40,40,-1.6495063500649796,-2.5292725060023464,-2.1719495851572574
41,41,-1.61956489059572,-2.5227749252943354,-2.155911310505687
42,42,-1.590611678861036,-2.5174738367405203,-2.1409847578931167
43,43,-1.58506105764035,-2.535786680037977,-2.1495861829530987
44,44,-1.5499871880767613,-2.5247907770337843,-2.1287917018625127
45,45,-1.5027194628950908,-2.5018187466086417,-2.09593270577067
46,46,-1.5021332091620463,-2.525749209154773,-2.109886564813549
47,47,-1.4860550413765417,-2.5344121414380445,-2.108481982503022
48,48,-1.4393639757855983,-2.5126899927416666,-2.0766001113884087
49,49,-1.430596009922001,-2.5291222662897,-2.0827791339885557
50,50,-1.3829619226472702,-2.506923321236027,-2.0502320642801095
