,p,BIC,AIC,HQC
0,0,-2.3345992308190526,-2.418224604779015,-2.384369045501601
1,1,-2.3450157799715328,-2.4457234586965715,-2.404948112429987
2,2,-2.369798190054768,-2.4877105978560223,-2.4399645462108563
3,3,-2.3478401290304975,-2.483081173130182,-2.4283128963413794
4,4,-2.322519137685009,-2.475214233248811,-2.4133716005925616
5,5,-2.388609651775786,-2.5588857474850335,-2.4899160075075413
6,6,-2.3751918785199337,-2.5631774826976463,-2.487027253251543
7,7,-2.345629497027941,-2.5514547043333153,-2.4680699624173634
8,8,-2.3519928017920484,-2.575789320498375,-2.4851153918960116
9,9,-2.318503926861075,-2.5604051067325413,-2.4623866554447074
10,10,-2.3075329203906922,-2.567673781174015,-2.4622547986415944
11,11,-2.3061204627515774,-2.584637723298892,-2.471761517409995
12,12,-2.3603804158387325,-2.6574125238786928,-2.53702170775588
13,13,-2.339527013169872,-2.6552141757444385,-2.527250656306892
14,14,-2.309520912443389,-2.6440051270283287,-2.5084100933238402
15,15,-2.27580752913186,-2.6292326154595758,-2.4859465267611065
16,16,-2.242440403091873,-2.614952035695731,-2.463914609357187
17,17,-2.232367564431755,-2.6241133059317363,-2.465263504997462
18,18,-2.2405331660686287,-2.6516625012187296,-2.4849385217811086
19,19,-2.230455931020586,-2.661120301539071,-2.4864595598384938
20,20,-2.1999115460537464,-2.650264386258029,-2.467603505519346
21,21,-2.1657846393584124,-2.6359814126270487,-2.4452562096265127
22,22,-2.1275163071203704,-2.6177145432053837,-2.4188600145619406
23,23,-2.0947851243107793,-2.605144457524293,-2.3980947657089415
24,24,-2.0698056024380396,-2.600487810737982,-2.3851762697947985
25,25,-2.0338517383915073,-2.5850207833919745,-2.3613798443642464
26,26,-2.0099649220227986,-2.5817869899554933,-2.3497482260102807
27,27,-1.971725822671498,-2.564369366325571,-2.3238634575698573
28,28,-1.9320654849126826,-2.54570126658118,-2.2966579845626467
29,29,-1.9193996420793278,-2.5542007775414217,-2.2965489694267314
30,30,-1.8930205393133681,-2.549162542882519,-2.282830115305852
31,31,-1.8845264464812104,-2.5621872771504277,-2.2871011797248753
32,32,-1.8425920050383326,-2.5419521137547676,-2.2580383222390363
33,33,-1.8035969159431298,-2.5248392940453197,-2.2320227931580754
34,34,-1.7690547245928105,-2.512364953445051,-2.210569719319072
35,35,-1.7378371496260145,-2.5034034514855086,-2.1925524337536944
36,36,-1.6959775394840988,-2.483990829637767,-2.1640059331429033
37,37,-1.7028304435593498,-2.5134843837684677,-2.184286449888522
38,38,-1.6956418686723935,-2.5291329219645426,-2.1906417095451296
39,39,-1.663698821570028,-2.520226308419235,-2.1723604743047646
